Language,Dialect,DialectAlt,DialectContinuum,DialectContinuumAlt,SubDialect,SubDialectAlt,NativeSpeakers,LocationCountry,LocationCountryInfo,Level1Eng,Level2Eng,Level1Kur,Level2Kur,LocationOld,LocationAlt,LocationKur,LocationType,LocationInfo,,,DialectDensity,NativeSpeakersYear,OfficialLanguage,Notes,Sources
Kurdish,Southern Kurdish,,,,Zangana,,,Iran,,,Kermanshah,,Kermanshah,Kermanshah,,,City,,,,low,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,Zangana,,,Iran,,Kalhur,,nakokî,,Kalhur,,,,,,,low,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,Xaneqînî,,,,,,,,,,,,,,,,,,,,SpracheNAVENDZentrumFurKurdischeStudiumeV
Kurdish,Southern Kurdish,,,,,,,Iran,,,Bijar,,Bijar,Bijār,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Qorve,,Qorve,Qorve,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Sonqor,,Dil,Sonqor,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Kandule,,Find,Kandule,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Kangavar,,Kangwar,Kangāvar,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Sahne,,Scene,Sahne,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Bisotun,,bestun,Bisotun,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Chehr,,rû,Chehr,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Harsin,,Harsîn,Harsin,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Sarpol-e Zahāb,,Sarpol-e Zahāb,Sarpol-e Zahāb,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Qasr-e Shirin,,Qesrê Şîrîn,Qasr-e Shirin,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iraq,,,Khānaqin,,Khānaqin,Khānaqin,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Gilān-e Gharb,,Gilān-e Gharb,Gilān-e Gharb,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Eslamābād-e Gharb,,Eslamābād-e Gharb,Eslamābād-e Gharb,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iraq,,,Mandali,,çember,Mandali,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Eyvan,,Balkon,Eyvān,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Ilam,,ilam,Ilām,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Badre,,Badre,Badre,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iraq,,,Warmizyar,,Warmizyar,Warmizyār,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iraq,,,Zurbātiya,,Zurbātiya,Zurbātiya,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iraq,,,Badr,,Badr,Badra,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Mehran,,Mehran,Mehrān,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Abdanan,,Abdanan,Ābdānān,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Dehlorān,,Dehlorān,Dehlorān,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Asadabad,,Assadabad,Asadābād,,,City,,,,low,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Kāmyārān,,Kāmyārān,Kāmyārān,,,City,,,,low,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Ravansar,,Ravansar,Ravānsar,,,City,,,,low,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Kerend,,Zivirî,Kerend,,,City,,,,low,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,,Tuyserkan,,Tuyserkan,Tuyserkān,,,City,,,,low,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iraq,,,Sheikh Sa'ad,,Şêx Sead,Sheikh Sa’ad,,,City,,,,low,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iraq,,,Ali Al-Gharbi,,Ali Xerbî,'Ali al-Gharbi,,,City,,,,low,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,Kolyā’i,,Kolyā'i,,Kolyā’i,,,,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,Dinavar,,roj aqilmend,,Dinavar,,,,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,Pāyravand,,Pāyravand,,Pāyravand,,,,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,Chamchamāl,,Çemçemal,,Chamchamāl,,,,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,Sanjabi,,Sanjabi,,Sanjābi,,,,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,Kermanshah,,Kermanshah,,Kermānshāh,,,,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,Kalhor,,kalhor,,Kalhor,,,,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,Harsan,,Jibermayî,,Harasam,,,,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,Zangane,,Zangane,,Zangane,,,,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,Arkavaz,,rakwaz,,Arkavāz,,,,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,Shirvān-Chardāvol,,Shirvān-Chardāvol,,Shirvān-Chardāvol,,,,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,Zebiri,,Zebiri,,Zebiri,,,,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,Mishkhās,,Mishkhās,,Mishkhās,,,,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,Posht-e Kuh,,Li jêr Kuh e,,Posht-e Kuh,,,,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,Shuhān,,Shuhān,,Shuhān,,,,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Southern Kurdish,,,,,,,Iran,,Kordali,,Repeatedly,,Kordali,,,,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Laki,,,,,,,Iran,,,Nurabad,,Noorabad,Nurābād,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Laki,,,,,,,Iran,,,Aleshtar,,parçebûn,Aleshtar,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Laki,,,,,,,Iran,,,Kuhdasht,,Ko,Kuhdasht,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Laki,,,,,,,Iran,,,Darre Shahr,,bajar derbas dibin,Darre Shahr,,,City,,,,low,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Laki,,,,,,,Iran,,Seymarre,,seymarre,,Seymarre,,,,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Laki,,,,,,,Iran,,,Noorabad,,Noorabad,Nurabad,,,City,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Laki,,,,,,,Iran,,,Aleshtar,,parçebûn,Aleshtar,,,City,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Laki,,,,,,,Iran,,,Chaghalwandi,,Chaghalwandi,Chaghalwandi,,,City,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Laki,,,,,,,Iran,,,Kuhdasht,,Ko,Kuhdasht,,,City,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Laki,,,,,,,Iran,,,Khorramabad,,Xurmabad,Khorramabad,,,City,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Northern Lori,,,,,,,Iran,,,Nahāvand,,Nahāvand,Nahāvand,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Northern Lori,,,,,,,Iran,,,Borujerd,,Borujerd,Borujerd,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Northern Lori,,,,,,,Iran,,,Khorramabad,,Xurmabad,Khorramābād,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Northern Lori,,,,,,,Iran,,,Darre Shahr,,bajar derbas dibin,Darre Shahr,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Northern Lori,,,,,,,Iran,,,Dezful,,Ji hevvekirin,Dezful,,,City,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Northern Lori,,,,,,,Iran,,Gāmāsyāb,,Gāmāsyāb,,Gāmāsyāb,,,,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Northern Lori,,,,,,,Iran,,Dez,,Dez,,Dez,,,,,,,middle,,,,(Belelli 2019 (Fattah 2000))
Kurdish,Lori,,,,,,,Iran,,,Nahavand,,Nahavand,Nahavand,Nahāvand,,City,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Lori,,,,,,,Iran,,,Borujerd,,Borujerd,Borujerd,,,City,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Lori,,,,,,,Iran,,,Khorramabad,,Xurmabad,Khorramabad,Khorramābād,,City,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Lori,,,,,,,Iran,,,Malayer,,Malayer,Malayer,,,City,,,,low,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Lori,,,,,,,Iran,,Chegini,,aşxane,,Chegini,,,,,,,middle,,,,(Ahmadi et al. 2023 (Fattah 2000))
Kurdish,Southern Kurdish,,,,Bijāri,BIJ,,Iran,,,Bijar,,Bijar,Bijār,,,City,,,,middle,,,,(Belelli 2019)
Kurdish,Southern Kurdish,,,,Kolyā’i,KOL,,Iran,,,Sonqor,,Dil,Sonqor,,,City,,,,middle,,,,(Belelli 2019)
Kurdish,Southern Kurdish,,,,,,,Iran,,,Asadabad,,Assadabad,Asadābād,,,City,,,,middle,,,,(Belelli 2019)
Kurdish,Southern Kurdish,,,,,,,Iran,,,Kandule,,Find,Kandule,,,City,,,,middle,,,,(Belelli 2019)
Kurdish,Southern Kurdish,,,,,,,Iran,,,Kangavar,,Kangwar,Kangāvar,,,City,,,,middle,,,,(Belelli 2019)
Kurdish,Southern Kurdish,,,,,,,Iran,,,Tuyeserkana,,Tuesercana,Tuyeserkān,,,City,,,,low,,,,(Belelli 2019)
Kurdish,Southern Kurdish,,,,,,,Iran,,,Qorve,,Qorve,Qorve,,,City,,,,low,,,,(Belelli 2019)
Kurdish,Southern Kurdish,,,,,,,Iran,,Kolyā’i,,Kolyā'i,,Kolyā’i,,,,,,,middle,,,,(Belelli 2019)
Kurdish,Southern Kurdish,,,,,,,Iran,,Dinavar,,roj aqilmend,,Dinavar,,,,,,,middle,,,,(Belelli 2019)
Kurdish,Southern Kurdish,,,,Laki-Kermānshāhi,L-KER,,Iran,,,Bisotun,,bestun,Bisotun,,,City,,,,middle,,,,(Belelli 2019)
Kurdish,Southern Kurdish,,,,,,,Iran,,,Chehr,,rû,Chehr,,,City,,,,middle,,,,(Belelli 2019)
Kurdish,Southern Kurdish,,,,,,,Iran,,,Kermanshah,,Kermanshah,Kermānshāh,,,City,,,,middle,,,,(Belelli 2019)
Kurdish,Southern Kurdish,,,,,,,Iran,,,Harsin,,Harsîn,Harsin,,,City,,,,low,,,,(Belelli 2019)
Kurdish,Southern Kurdish,,,,,,,Iran,,,Sahne,,Scene,Sahne,,,City,,,,low,,,,(Belelli 2019)
Kurdish,Southern Kurdish,,,,,,,Iran,,Chamchamāl,,Çemçemal,,Chamchamāl,,,,,,,middle,,,,(Belelli 2019)
Kurdish,Southern Kurdish,,,,Kalhori-Sanjābi-Zangane,KSZ,,Iran,,,Sarpol-e Zahāb,,Sarpol-e Zahāb,Sarpol-e Zahāb,,,City,,,,middle,,,,(Belelli 2019)
Kurdish,Southern Kurdish,,,,,,,Iran,,,Kerend,,Zivirî,Kerend,,,City,,,,middle,,,,(Belelli 2019)
Kurdish,Southern Kurdish,,,,,,,Iran,,,Eslamābād-e Gharb,,Eslamābād-e Gharb,Eslamābād-e Gharb,,,City,,,,middle,,,,(Belelli 2019)
Kurdish,Southern Kurdish,,,,,,,Iran,,,Gilān-e Gharb,,Gilān-e Gharb,Gilān-e Gharb,,,City,,,,middle,,,,(Belelli 2019)
Kurdish,Southern Kurdish,,,,,,,Iran,,,Qasr-e Shirin,,Qesrê Şîrîn,Qasr-e Shirin,,,City,,,,low,,,,(Belelli 2019)
Kurdish,Southern Kurdish,,,,,,,Iraq,,,Khānaqin,,Khānaqin,Khānaqin,,,City,,,,low,,,,(Belelli 2019)
Kurdish,Southern Kurdish,,,,,,,Iran,,,Eyvan,,Balkon,Eyvān,,,City,,,,low,,,,(Belelli 2019)
Kurdish,Southern Kurdish,,,,,,,Iran,,Kalhor,,kalhor,,Kalhor,,,,,,,middle,,,,(Belelli 2019)
Kurdish,Southern Kurdish,,,,,,,Iran,,Harsan,,Jibermayî,,Harasam,,,,,,,middle,,,,(Belelli 2019)
Kurdish,Southern Kurdish,,,,,,,Iran,,Zangane,,Zangane,,Zangane,,,,,,,middle,,,,(Belelli 2019)
Kurdish,Southern Kurdish,,,,,,,Iran,,Shirvān-Chardāvol,,Shirvān-Chardāvol,,Shirvān-Chardāvol,,,,,,,low,,,,(Belelli 2019)
Kurdish,Southern Kurdish,,,,Malekshāhi,MAL,,Iraq,,,Mandali,,çember,Mandali,,,City,,,,middle,,,,(Belelli 2019)
Kurdish,Southern Kurdish,,,,,,,Iran,,,Ilām,,Ilam,Ilām,,,City,,,,middle,,,,(Belelli 2019)
Kurdish,Southern Kurdish,,,,,,,Iraq,,,Warmizyar,,Warmizyar,Warmizyār,,,City,,,,middle,,,,(Belelli 2019)
Kurdish,Southern Kurdish,,,,,,,Iraq,,,Zurbātiya,,Zurbātiya,Zurbātiya,,,City,,,,middle,,,,(Belelli 2019)
Kurdish,Southern Kurdish,,,,,,,Iraq,,,Badr,,Badr,Badra,,,City,,,,middle,,,,(Belelli 2019)
Kurdish,Southern Kurdish,,,,,,,Iran,,,Mehran,,Mehran,Mehrān,,,City,,,,low,,,,(Belelli 2019)
Kurdish,Southern Kurdish,,,,,,,Iran,,Posht-e Kuh,,Li jêr Kuh e,,Posht-e Kuh,,,,,,,middle,,,,(Belelli 2019)
Kurdish,Southern Kurdish,,,,,,,Iran,,Arkavaz,,rakwaz,,Arkavāz,,,,,,,low,,,,(Belelli 2019)
Kurdish,Southern Kurdish,,,,Badre’i,BAD,,Iran,,,Badre,,Badre,Badre,,,City,,,,middle,,,,(Belelli 2019)
Kurdish,Southern Kurdish,,,,,,,Iran,,Zebiri,,Zebiri,,Zebiri,,,,,,,low,,,,(Belelli 2019)
Kurdish,Southern Kurdish,,,,Kordali,KOR,,Iran,,,Dehlorān,,Dehlorān,Dehlorān,,,City,,,,middle,,,,(Belelli 2019)
Kurdish,Southern Kurdish,,,,,,,Iran,,,Abdanan,,Abdanan,Ābdānān,,,City,,,,middle,,,,(Belelli 2019)
Kurdish,Southern Kurdish,,,,,,,,,Shuhān,,Shuhān,,Shuhān,,,,,,,low,,,,(Belelli 2019)
Kurdish,Southern Kurdish,,,,,,,,,Kordali,,Repeatedly,,Kordali,,,,,,,middle,,,,(Belelli 2019)
Kurdish,Laki,,,,,,1000000,,,,,,,,,,,,,,,2019,,,
Kurdish,Laki,,,,Pish-e Kuh,,,,,,,,,,,,,,,,,,,,
Kurdish,Laki,,,,Posht-e Kuh,,,,,,,,,,,,,,,,,,,,
Kurdish,Gorani-Zaza,"Goranî-Zazakî, Kirmanci",,,,,-1,Turkey,,,,,,,,,,,,,,-1,,,SpracheNAVENDZentrumFurKurdischeStudiumeV
Kurdish,Gorani-Zaza,"Goranî-Zazakî, Kirmanci",,,Dersim,,,,,,,,,,,,,,,,,,,,SpracheNAVENDZentrumFurKurdischeStudiumeV
Kurdish,Gorani-Zaza,"Goranî-Zazakî, Kirmanci",,,Hewraman,,,,,,,,,,,,,,,,,,,,SpracheNAVENDZentrumFurKurdischeStudiumeV
Kurdish,Gorani-Zaza,"Goranî-Zazakî, Kirmanci",,,Kakeyî,,,,,,,,,,,,,,,,,,,,SpracheNAVENDZentrumFurKurdischeStudiumeV
Kurdish,Gorani-Zaza,"Goranî-Zazakî, Kirmanci",,,Kerkûk,,,,,,,,,,,,,,,,,,,,SpracheNAVENDZentrumFurKurdischeStudiumeV
Kurdish,Gorani-Zaza,"Goranî-Zazakî, Kirmanci",,,Xarput,,,,,,,,,,,,,,,,,,,,SpracheNAVENDZentrumFurKurdischeStudiumeV
Kurdish,Gorani-Zaza,"Goranî-Zazakî, Kirmanci",,,Zengene,,,,,,,,,,,,,,,,,,,,SpracheNAVENDZentrumFurKurdischeStudiumeV
Kurdish,Gorani-Zaza,"Goranî-Zazakî, Kirmanci",,,Zaza,"Zazaki, Dimili, Zazakî",2500000,Turkey,,,,,,,,,,Eastern,,,,-1,,,
Kurdish,Gorani-Zaza,"Goranî-Zazakî, Kirmanci",,,Gorani,,500000,,,,,,,,,,,,,,,,,,
Kurdish,Gorani-Zaza,"Goranî-Zazakî, Kirmanci",,,Gorani,,-1,Iran,,,,,,,,,,,,,,-1,,,
Kurdish,Gorani-Zaza,"Goranî-Zazakî, Kirmanci",,,Gorani,,-1,Iraq,,,,,,,,,,,,,,-1,,,
Kurdish,Gorani-Zaza,Zazaki-Gorani,,,,,,Turkey,,,Dersim,,Dêrsim,Dersim,,,City,,,,middle,,,,(Salam 2020)
Kurdish,Dimili/Zâzâki,Zazaki/Dimili,,,,,,Turkey,,,Tunceli,,Tuncelî,Tunçeli,,,City,,,,middle,,,"to include Shabaki, Sivereki, Aksehiri",(Aygen 2010)
Kurdish,Dimili/Zâzâki,Zazaki/Dimili,,,,,,Turkey,,,Bingol,,Bingol,Bingöl,,,City,,,,middle,,,"to include Shabaki, Sivereki, Aksehiri",(Aygen 2010)
Kurdish,Dimili/Zâzâki,Zazaki/Dimili,,,,,,Turkey,,,Divided,,Dabeş kirin,Bolu,,,City,,,,low,,,"to include Shabaki, Sivereki, Aksehiri",(Aygen 2010)
Kurdish,Dimili/Zâzâki,Zazaki/Dimili,,,,,,Turkey,,,Kirsehir,,Kirsehir,Kirsehir,,,City,,,,low,,,"to include Shabaki, Sivereki, Aksehiri",(Aygen 2010)
Kurdish,Dimili/Zâzâki,Zazaki/Dimili,,,,,,Turkey,,,Erzinjan,,Erzincan,Erzinjan,,,City,,,,low,,,"to include Shabaki, Sivereki, Aksehiri",(Aygen 2010)
Kurdish,Dimili/Zâzâki,Zazaki/Dimili,,,,,,Turkey,,,Agri,,Agri,Agri,,,City,,,,low,,,"to include Shabaki, Sivereki, Aksehiri",(Aygen 2010)
Kurdish,Dimili/Zâzâki,Zazaki/Dimili,,,,,,Iraq,,,Mosul,,Mûsil,Mosul,,,City,,,,low,,,"to include Shabaki, Sivereki, Aksehiri",(Aygen 2010)
Kurdish,Dimili/Zâzâki,Zazaki/Dimili,,,,,,Turkey,,,Tunceli,,Tuncelî,Tunceli,,,City,,,,middle,,,,(Haig 2014)
Kurdish,Dimili/Zâzâki,Zazaki/Dimili,,,,,,Turkey,,,Bingol,,Bingol,Bingol,,,City,,,,middle,,,,(Haig 2014)
Kurdish,Dimili/Zâzâki,Zazaki/Dimili,,,,,,Turkey,,,Elazig,,Elazig,Elazig,,,City,,,,middle,,,,(Haig 2014)
Kurdish,Dimili/Zâzâki,Zazaki/Dimili,,,,,,Turkey,,,snake,,mar,Siverek,,,City,,,,middle,,,,(Haig 2014)
Kurdish,Gurâni,,,,,,,Iran,,,Klardash,,Zelalkirin,Klardash,,,City,,,,middle,,,"to include Pahli/Fayli, Laki, Hewrâmi",(Aygen 2010)
Kurdish,Gurâni,,,,,,,Iran,,,Hamadan,,Çol,Hamadan,,,City,,,,middle,,,"to include Pahli/Fayli, Laki, Hewrâmi",(Aygen 2010)
Kurdish,Gurâni,,,,,,,Iran,,,Malayirr,,Malayirr,Malayirr,,,City,,,,middle,,,"to include Pahli/Fayli, Laki, Hewrâmi",(Aygen 2010)
Kurdish,Gurâni,,,,,,,Iran,,,Nihawand,,Şîyar be,Nihawand,,,City,,,,middle,,,"to include Pahli/Fayli, Laki, Hewrâmi",(Aygen 2010)
Kurdish,Gurâni,,,,,,,Iran,,,Tutirkan,,tirşkirî,Tuisirkan,,,City,,,,middle,,,"to include Pahli/Fayli, Laki, Hewrâmi",(Aygen 2010)
Kurdish,Gurâni,,,,,,,Iran,,,Pawa,,lining,Pawa,,,City,,,,middle,,,"to include Pahli/Fayli, Laki, Hewrâmi",(Aygen 2010)
Kurdish,Gurâni,,,,,,,Iran,,,Pebla,,Bergik,Pebla,,,City,,,,middle,,,"to include Pahli/Fayli, Laki, Hewrâmi",(Aygen 2010)
Kurdish,Gurâni,,,,,,,Iraq,,,Kirkuk,,Kerkûk,Kirkuk,,,City,,,,middle,,,"to include Pahli/Fayli, Laki, Hewrâmi",(Aygen 2010)
Kurdish,Gurâni,,,,,,,Iraq,,,Mandali,,çember,Mandali,,,City,,,,middle,,,"to include Pahli/Fayli, Laki, Hewrâmi",(Aygen 2010)
Kurdish,Gurâni,,,,,,,Iraq,,,Badr,,Badr,Badra,,,City,,,,middle,,,"to include Pahli/Fayli, Laki, Hewrâmi",(Aygen 2010)
Kurdish,Gurâni,,,,,,,Iran,,,Ridbar,,Ridbar,Rudbar,,,City,,,,low,,,"to include Pahli/Fayli, Laki, Hewrâmi",(Aygen 2010)
Kurdish,Gurâni,,,,,,,Iran,,,Kirmanshah,,Kirmanşah,Kirmanshah,,,City,,,,low,,,"to include Pahli/Fayli, Laki, Hewrâmi",(Aygen 2010)
Kurdish,Gurâni,,,,,,,Iran,,,Ilam,,ilam,Ilam,,,City,,,,low,,,"to include Pahli/Fayli, Laki, Hewrâmi",(Aygen 2010)
Kurdish,Gurâni,,,,,,,Iraq,,,Khanaqin,,Xaneqîn,Khanaqin,,,City,,,,low,,,"to include Pahli/Fayli, Laki, Hewrâmi",(Aygen 2010)
Kurdish,Gurani/Hawrami,,,,,,,Iran,,,Pave,,Pêçan,Pave,,,City,,,,middle,,,,(Haig 2014)
